Column	MinTPM	Weight	FantomID	FantomInfo
405	0.1540486	6.49146	CNhs12053	tpm.Skeletal%20Muscle%20Cells%2c%20donor4.CNhs12053.11451-119A2
406	0.1535037	6.5145	CNhs12056	tpm.Skeletal%20Muscle%20Cells%2c%20donor5.CNhs12056.11455-119A6
407	0.1378366	7.25497	CNhs12060	tpm.Skeletal%20Muscle%20Cells%2c%20donor6.CNhs12060.11459-119B1
408	0.1074202	9.30924	CNhs10869	tpm.Skeletal%20Muscle%20Satellite%20Cells%2c%20donor1.CNhs10869.11240-116D7
409	0.1450167	6.89576	CNhs11964	tpm.Skeletal%20Muscle%20Satellite%20Cells%2c%20donor2.CNhs11964.11321-117D7
410	0.08522663	11.7334	CNhs12008	tpm.Skeletal%20Muscle%20Satellite%20Cells%2c%20donor3.CNhs12008.11397-118D2
411	0.08903204	11.2319	CNhs11084	tpm.Skeletal%20muscle%20cells%20differentiated%20into%20Myotubes%20-%20multinucleated%2c%20donor1.CNhs11084.11282-116I4
412	0.1652849	6.05016	CNhs10884	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor1.CNhs10884.11256-116F5
413	0.1921901	5.20318	CNhs11975	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor2.CNhs11975.11334-117F2
414	0.1276127	7.83621	CNhs12583	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor3%20%28nuclear%20fraction%29.CNhs12583.14317-155D6
415	0.1011578	9.88555	CNhs12016	tpm.Small%20Airway%20Epithelial%20Cells%2c%20donor3.CNhs12016.11406-118E2
416	0.4648455	2.15125	CNhs12401	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0%20%28cytoplasmic%20fraction%29.CNhs12401.14313-155D2
417	0.3148123	3.1765	CNhs12402	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0%20%28nuclear%20fraction%29.CNhs12402.14314-155D3
418	0.6970373	1.43464	CNhs10838	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor0.CNhs10838.11210-116A4
419	0.3080336	3.2464	CNhs11085	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor1.CNhs11085.11283-116I5
420	0.532306	1.87862	CNhs11305	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor2.CNhs11305.11360-117I1
421	0.869933	1.14951	CNhs11309	tpm.Smooth%20Muscle%20Cells%20-%20Aortic%2c%20donor3.CNhs11309.11432-118H1
422	0.1853242	5.39595	CNhs11086	tpm.Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor1.CNhs11086.11284-116I6
423	0.1431249	6.9869	CNhs12043	tpm.Smooth%20Muscle%20Cells%20-%20Brachiocephalic%2c%20donor3.CNhs12043.11433-118H2
424	0.3721584	2.68703	CNhs10863	tpm.Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor1.CNhs10863.11234-116D1
425	0.3163794	3.16076	CNhs11900	tpm.Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor2.CNhs11900.11315-117D1
426	0.1906302	5.24576	CNhs12004	tpm.Smooth%20Muscle%20Cells%20-%20Brain%20Vascular%2c%20donor3.CNhs12004.11391-118C5
427	0.2558978	3.90781	CNhs11328	tpm.Smooth%20Muscle%20Cells%20-%20Bronchial%2c%20donor1.CNhs11328.11512-119G9
428	0.427939	2.33678	CNhs12348	tpm.Smooth%20Muscle%20Cells%20-%20Bronchial%2c%20donor2.CNhs12348.11592-120G8
429	0.3182032	3.14265	CNhs11087	tpm.Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor1.CNhs11087.11285-116I7
430	0.7849486	1.27397	CNhs12044	tpm.Smooth%20Muscle%20Cells%20-%20Carotid%2c%20donor3.CNhs12044.11434-118H3
431	0.1798725	5.55949	CNhs10868	tpm.Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor1.CNhs10868.11239-116D6
432	0.274537	3.6425	CNhs11963	tpm.Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor2.CNhs11963.11320-117D6
433	0.1178124	8.48807	CNhs12007	tpm.Smooth%20Muscle%20Cells%20-%20Colonic%2c%20donor3.CNhs12007.11396-118D1
434	0.2021825	4.94603	CNhs11088	tpm.Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor1.CNhs11088.11286-116I8
435	1.585103	0.630874	CNhs11987	tpm.Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor2.CNhs11987.11363-117I4
436	0.4212585	2.37384	CNhs12045	tpm.Smooth%20Muscle%20Cells%20-%20Coronary%20Artery%2c%20donor3.CNhs12045.11435-118H4
437	0.4876337	2.05072	CNhs11324	tpm.Smooth%20Muscle%20Cells%20-%20Esophageal%2c%20donor1.CNhs11324.11508-119G5
438	0.2437135	4.10318	CNhs11988	tpm.Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor2.CNhs11988.11364-117I5
439	1.056501	0.946521	CNhs12046	tpm.Smooth%20Muscle%20Cells%20-%20Internal%20Thoracic%20Artery%2c%20donor3.CNhs12046.11436-118H5
440	0.1364999	7.32601	CNhs11920	tpm.Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor1.CNhs11920.11257-116F6
441	0.1414054	7.07187	CNhs11976	tpm.Smooth%20Muscle%20Cells%20-%20Prostate%2c%20donor2.CNhs11976.11335-117F3
442	1.130081	0.884892	CNhs11989	tpm.Smooth%20Muscle%20Cells%20-%20Pulmonary%20Artery%2c%20donor2.CNhs11989.11365-117I6
443	0.5513653	1.81368	CNhs11090	tpm.Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor1.CNhs11090.11289-117A2
444	0.663439	1.5073	CNhs11990	tpm.Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor2.CNhs11990.11366-117I7
445	0.4384509	2.28076	CNhs12048	tpm.Smooth%20Muscle%20Cells%20-%20Subclavian%20Artery%2c%20donor3.CNhs12048.11438-118H7
446	0.5787755	1.72779	CNhs11329	tpm.Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor1.CNhs11329.11513-119H1
447	0.6558948	1.52463	CNhs12894	tpm.Smooth%20Muscle%20Cells%20-%20Tracheal%2c%20donor3.CNhs12894.11674-122G9
448	0.2029104	4.92828	CNhs11091	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor1.CNhs11091.11290-117A3
449	0.3098235	3.22764	CNhs11991	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor2.CNhs11991.11367-117I8
450	0.2816956	3.54993	CNhs12049	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Artery%2c%20donor3.CNhs12049.11439-118H8
451	0.1434114	6.97295	CNhs12597	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor1.CNhs12597.11541-120B2
452	0.09824904	10.1782	CNhs12569	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20Vein%2c%20donor2.CNhs12569.11621-122B1
453	0.3566711	2.8037	CNhs10839	tpm.Smooth%20Muscle%20Cells%20-%20Umbilical%20artery%2c%20donor0.CNhs10839.11212-116A6
454	0.3547611	2.8188	CNhs11927	tpm.Smooth%20Muscle%20Cells%20-%20Uterine%2c%20donor3.CNhs11927.11466-119B8
455	0.2111076	4.73692	CNhs11992	tpm.Synoviocyte%2c%20donor2.CNhs11992.11368-117I9
456	0.3292949	3.03679	CNhs12050	tpm.Synoviocyte%2c%20donor3.CNhs12050.11440-118H9
457	0.3794732	2.63523	CNhs11340	tpm.Trabecular%20Meshwork%20Cells%2c%20donor1.CNhs11340.11532-120A2
458	0.3499347	2.85768	CNhs12124	tpm.Trabecular%20Meshwork%20Cells%2c%20donor3.CNhs12124.11693-123A1
459	0.09622211	10.3926	CNhs11092	tpm.Tracheal%20Epithelial%20Cells%2c%20donor1.CNhs11092.11292-117A5
460	0.6703023	1.49186	CNhs11993	tpm.Tracheal%20Epithelial%20Cells%2c%20donor2.CNhs11993.11369-118A1
461	1.08891	0.91835	CNhs12051	tpm.Tracheal%20Epithelial%20Cells%2c%20donor3.CNhs12051.11441-118I1
462	0.0941438	10.622	CNhs10612	tpm.Universal%20RNA%20-%20Human%20Normal%20Tissues%20Biochain%2c%20pool1.CNhs10612.10007-101B4
463	0.4305054	2.32285	CNhs11334	tpm.Urothelial%20Cells%2c%20donor1.CNhs11334.11520-119H8
464	1.684715	0.593572	CNhs12091	tpm.Urothelial%20Cells%2c%20donor2.CNhs12091.11600-120H7
465	0.4434302	2.25515	CNhs12122	tpm.Urothelial%20Cells%2c%20donor3.CNhs12122.11681-122H7
466	0.2297234	4.35306	CNhs10843	tpm.Urothelial%20cells%2c%20donor0.CNhs10843.11216-116B1
467	0.5074476	1.97065	CNhs11675	tpm.Whole%20blood%20%28ribopure%29%2c%20donor090309%2c%20donation1.CNhs11675.12179-129A1
468	0.7646372	1.30781	CNhs11671	tpm.Whole%20blood%20%28ribopure%29%2c%20donor090309%2c%20donation2.CNhs11671.12180-129A2
469	0.5696472	1.75547	CNhs11948	tpm.Whole%20blood%20%28ribopure%29%2c%20donor090309%2c%20donation3.CNhs11948.12181-129A3
470	0.2382318	4.19759	CNhs11075	tpm.Whole%20blood%20%28ribopure%29%2c%20donor090325%2c%20donation1.CNhs11075.12176-128I7
471	0.4113623	2.43095	CNhs11076	tpm.Whole%20blood%20%28ribopure%29%2c%20donor090325%2c%20donation2.CNhs11076.12177-128I8
472	0.6484733	1.54208	CNhs11672	tpm.Whole%20blood%20%28ribopure%29%2c%20donor090612%2c%20donation1.CNhs11672.12182-129A4
473	0.5400314	1.85174	CNhs11673	tpm.Whole%20blood%20%28ribopure%29%2c%20donor090612%2c%20donation2.CNhs11673.12183-129A5
474	0.7931252	1.26083	CNhs11949	tpm.Whole%20blood%20%28ribopure%29%2c%20donor090612%2c%20donation3.CNhs11949.12184-129A6
475	0.1068241	9.36118	CNhs11892	tpm.Wilms%27%20tumor%20cell%20line%3aG-401.CNhs11892.10809-111A8
476	0.9624799	1.03898	CNhs11728	tpm.Wilms%27%20tumor%20cell%20line%3aHFWT.CNhs11728.10597-108E3
477	0.2450402	4.08096	CNhs11844	tpm.acantholytic%20squamous%20carcinoma%20cell%20line%3aHCC1806.CNhs11844.10717-109I6
478	0.1858032	5.38204	CNhs11251	tpm.acute%20lymphoblastic%20leukemia%20%28B-ALL%29%20cell%20line%3aBALL-1.CNhs11251.10455-106G5
479	0.1442692	6.93149	CNhs11282	tpm.acute%20lymphoblastic%20leukemia%20%28B-ALL%29%20cell%20line%3aNALM-6.CNhs11282.10534-107G3
480	0.07114184	14.0564	CNhs10746	tpm.acute%20lymphoblastic%20leukemia%20%28T-ALL%29%20cell%20line%3aHPB-ALL.CNhs10746.10429-106D6
481	0.1594263	6.27249	CNhs11253	tpm.acute%20lymphoblastic%20leukemia%20%28T-ALL%29%20cell%20line%3aJurkat.CNhs11253.10464-106H5
482	0.1995794	5.01054	CNhs13053	tpm.acute%20myeloid%20leukemia%20%28FAB%20M0%29%20cell%20line%3aKG-1.CNhs13053.10827-111C8
483	0.1915054	5.22178	CNhs13241	tpm.acute%20myeloid%20leukemia%20%28FAB%20M0%29%20cell%20line%3aKasumi-3.CNhs13241.10789-110H6
484	0.2116736	4.72425	CNhs13054	tpm.acute%20myeloid%20leukemia%20%28FAB%20M1%29%20cell%20line%3aHYT-1.CNhs13054.10828-111C9
485	0.3246219	3.08051	CNhs13502	tpm.acute%20myeloid%20leukemia%20%28FAB%20M2%29%20cell%20line%3aKasumi-1.CNhs13502.10788-110H5
486	0.2807972	3.56129	CNhs13052	tpm.acute%20myeloid%20leukemia%20%28FAB%20M2%29%20cell%20line%3aKasumi-6.CNhs13052.10792-110H9
487	0.2282347	4.38145	CNhs11864	tpm.acute%20myeloid%20leukemia%20%28FAB%20M2%29%20cell%20line%3aNKM-1.CNhs11864.10765-110E9
488	0.1566799	6.38244	CNhs13055	tpm.acute%20myeloid%20leukemia%20%28FAB%20M3%29%20cell%20line%3aHL60.CNhs13055.10829-111D1
489	2.506345	0.398987	CNhs13503	tpm.acute%20myeloid%20leukemia%20%28FAB%20M4%29%20cell%20line%3aFKH-1.CNhs13503.10830-111D2
490	0.1692918	5.90696	CNhs13504	tpm.acute%20myeloid%20leukemia%20%28FAB%20M4%29%20cell%20line%3aHNT-34.CNhs13504.10831-111D3
491	0.1605881	6.22711	CNhs13056	tpm.acute%20myeloid%20leukemia%20%28FAB%20M4eo%29%20cell%20line%3aEoL-1.CNhs13056.10832-111D4
492	0.2017997	4.95541	CNhs13057	tpm.acute%20myeloid%20leukemia%20%28FAB%20M4eo%29%20cell%20line%3aEoL-3.CNhs13057.10833-111D5
493	0.4258462	2.34827	CNhs13050	tpm.acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aNOMO-1.CNhs13050.10764-110E8
494	0.3435053	2.91116	CNhs13051	tpm.acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aP31%2fFUJ.CNhs13051.10770-110F5
495	0.3072408	3.25478	CNhs10722	tpm.acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aTHP-1%20%28fresh%29.CNhs10722.10399-106A3
496	0.2236761	4.47075	CNhs10723	tpm.acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aTHP-1%20%28revived%29.CNhs10723.10400-106A4
497	0.1668491	5.99344	CNhs10724	tpm.acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aTHP-1%20%28thawed%29.CNhs10724.10405-106A9
498	0.1953881	5.11802	CNhs13058	tpm.acute%20myeloid%20leukemia%20%28FAB%20M5%29%20cell%20line%3aU-937%20DE-4.CNhs13058.10834-111D6
499	0.2784062	3.59187	CNhs13059	tpm.acute%20myeloid%20leukemia%20%28FAB%20M6%29%20cell%20line%3aEEB.CNhs13059.10835-111D7
500	1.230874	0.812431	CNhs13060	tpm.acute%20myeloid%20leukemia%20%28FAB%20M6%29%20cell%20line%3aF-36E.CNhs13060.10836-111D8
501	0.2704557	3.69746	CNhs13505	tpm.acute%20myeloid%20leukemia%20%28FAB%20M6%29%20cell%20line%3aF-36P.CNhs13505.10837-111D9
502	0.333072	3.00235	CNhs13049	tpm.acute%20myeloid%20leukemia%20%28FAB%20M7%29%20cell%20line%3aM-MOK.CNhs13049.10699-109G6
503	1.40987	0.709285	CNhs11888	tpm.acute%20myeloid%20leukemia%20%28FAB%20M7%29%20cell%20line%3aMKPL-1.CNhs11888.10802-111A1
504	0.1871405	5.34358	CNhs11882	tpm.adenocarcinoma%20cell%20line%3aIM95m.CNhs11882.10796-110I4
505	0.1465082	6.82556	CNhs10615	tpm.adipose%20tissue%2c%20adult%2c%20pool1.CNhs10615.10010-101C1
506	0.1213605	8.23991	CNhs11893	tpm.adrenal%20cortex%20adenocarcinoma%20cell%20line%3aSW-13.CNhs11893.10810-111A9
507	0.1114434	8.97316	CNhs10738	tpm.adult%20T-cell%20leukemia%20cell%20line%3aATN-1.CNhs10738.10421-106C7
508	0.2841361	3.51944	CNhs11838	tpm.alveolar%20cell%20carcinoma%20cell%20line%3aSW%201573.CNhs11838.10708-109H6
509	0.2387445	4.18858	CNhs12502	tpm.amniotic%20membrane%20cells%2c%20donor1.CNhs12502.12235-129G3
510	0.2969647	3.3674	CNhs12503	tpm.amniotic%20membrane%20cells%2c%20donor2.CNhs12503.12236-129G4
511	0.3071607	3.25562	CNhs12379	tpm.amniotic%20membrane%20cells%2c%20donor3.CNhs12379.12237-129G5
512	0.9941476	1.00589	CNhs13793	tpm.amygdala%20-%20adult%2c%20donor10196.CNhs13793.10167-103B5
513	0.1406694	7.10887	CNhs12311	tpm.amygdala%2c%20adult%2c%20donor10252.CNhs12311.10151-102I7
514	0.1113087	8.98402	CNhs10745	tpm.anaplastic%20carcinoma%20cell%20line%3a8305C.CNhs10745.10428-106D5
515	0.1648039	6.06782	CNhs11881	tpm.anaplastic%20large%20cell%20lymphoma%20cell%20line%3aKi-JK.CNhs11881.10795-110I3
516	0.2111254	4.73652	CNhs11889	tpm.anaplastic%20squamous%20cell%20carcinoma%20cell%20line%3aRPMI%202650.CNhs11889.10805-111A4
517	0.199248	5.01887	CNhs11760	tpm.aorta%2c%20adult%2c%20pool1.CNhs11760.10052-101G7
518	0.2762839	3.61947	CNhs12842	tpm.appendix%2c%20adult.CNhs12842.10189-103D9
519	0.2519327	3.96931	CNhs11725	tpm.argyrophil%20small%20cell%20carcinoma%20cell%20line%3aTC-YIK.CNhs11725.10589-108D4
520	0.1022687	9.77816	CNhs10742	tpm.astrocytoma%20cell%20line%3aTM-31.CNhs10742.10425-106D2
521	0.1230848	8.12448	CNhs10744	tpm.b%20cell%20line%3aRPMI1788.CNhs10744.10427-106D4
522	0.3110396	3.21502	CNhs11932	tpm.basal%20cell%20carcinoma%20cell%20line%3aTE%20354%2eT.CNhs11932.10702-109G9
523	0.08986835	11.1274	CNhs10750	tpm.bile%20duct%20carcinoma%20cell%20line%3aHuCCT1.CNhs10750.10432-106D9
524	0.1790212	5.58593	CNhs11265	tpm.bile%20duct%20carcinoma%20cell%20line%3aTFK-1.CNhs11265.10496-107C1
525	0.5115724	1.95476	CNhs11845	tpm.biphenotypic%20B%20myelomonocytic%20leukemia%20cell%20line%3aMV-4-11.CNhs11845.10718-109I7
526	0.09864341	10.1375	CNhs10616	tpm.bladder%2c%20adult%2c%20pool1.CNhs10616.10011-101C2
527	2.394831	0.417566	CNhs11761	tpm.blood%2c%20adult%2c%20pool1.CNhs11761.10053-101G8
528	1.11137	0.89979	CNhs11931	tpm.bone%20marrow%20stromal%20cell%20line%3aStromaNKtert.CNhs11931.10686-109F2
529	0.9693327	1.03164	CNhs11796	tpm.brain%2c%20adult%2c%20donor1.CNhs11796.10084-102B3
530	0.0927681	10.7796	CNhs10617	tpm.brain%2c%20adult%2c%20pool1.CNhs10617.10012-101C3
531	1.996138	0.500967	CNhs11797	tpm.brain%2c%20fetal%2c%20pool1.CNhs11797.10085-102B4
532	0.2604278	3.83984	CNhs11943	tpm.breast%20carcinoma%20cell%20line%3aMCF7.CNhs11943.10482-107A5
533	0.08746	11.4338	CNhs10736	tpm.breast%20carcinoma%20cell%20line%3aMDA-MB-453.CNhs10736.10419-106C5
534	0.7249996	1.37931	CNhs11792	tpm.breast%2c%20adult%2c%20donor1.CNhs11792.10080-102A8
535	0.1137934	8.78786	CNhs11862	tpm.bronchial%20squamous%20cell%20carcinoma%20cell%20line%3aKNS-62.CNhs11862.10760-110E4
536	0.2542537	3.93308	CNhs11840	tpm.bronchioalveolar%20carcinoma%20cell%20line%3aNCI-H358.CNhs11840.10709-109H7
537	0.2363877	4.23034	CNhs11841	tpm.bronchogenic%20carcinoma%20cell%20line%3aChaGo-K-1.CNhs11841.10710-109H8
538	0.3447434	2.90071	CNhs11834	tpm.carcinoid%20cell%20line%3aNCI-H1770.CNhs11834.10703-109H1
539	0.2916046	3.4293	CNhs11846	tpm.carcinoid%20cell%20line%3aSK-PN-DW.CNhs11846.10719-109I8
540	0.173625	5.75954	CNhs11747	tpm.carcinosarcoma%20cell%20line%3aJHUCS-1.CNhs11747.10642-109A3
541	0.8857414	1.129	CNhs13802	tpm.caudate%20nucleus%20-%20adult%2c%20donor10196.CNhs13802.10177-103C6
542	0.1205964	8.29212	CNhs12321	tpm.caudate%20nucleus%2c%20adult%2c%20donor10252.CNhs12321.10164-103B2
543	1.525817	0.655387	CNhs13799	tpm.cerebellum%20-%20adult%2c%20donor10196.CNhs13799.10173-103C2
544	0.1105793	9.04328	CNhs12323	tpm.cerebellum%2c%20adult%2c%20donor10252.CNhs12323.10166-103B4
545	0.2955476	3.38355	CNhs11795	tpm.cerebellum%2c%20adult%2c%20pool1.CNhs11795.10083-102B2
546	0.2193854	4.55819	CNhs12840	tpm.cerebral%20meninges%2c%20adult.CNhs12840.10188-103D8
547	0.1089385	9.17949	CNhs11288	tpm.cervical%20cancer%20cell%20line%3aD98-AH2.CNhs11288.10552-107I3
548	0.1394237	7.17238	CNhs11289	tpm.cervical%20cancer%20cell%20line%3aME-180.CNhs11289.10553-107I4
549	0.07695026	12.9954	CNhs10618	tpm.cervix%2c%20adult%2c%20pool1.CNhs10618.10013-101C4
550	0.1139421	8.77639	CNhs11283	tpm.cholangiocellular%20carcinoma%20cell%20line%3aHuH-28.CNhs11283.10536-107G5
551	0.2305639	4.33719	CNhs11820	tpm.choriocarcinoma%20cell%20line%3aT3M-3.CNhs11820.10618-108G6
552	0.08975764	11.1411	CNhs10740	tpm.choriocarcinoma%20cell%20line%3aBeWo.CNhs10740.10423-106C9
553	0.1086474	9.20409	CNhs11875	tpm.choriocarcinoma%20cell%20line%3aSCH.CNhs11875.10785-110H2
554	0.3190012	3.13478	CNhs12504	tpm.chorionic%20membrane%20cells%2c%20donor1.CNhs12504.12238-129G6
555	0.09159759	10.9173	CNhs12506	tpm.chorionic%20membrane%20cells%2c%20donor2.CNhs12506.12239-129G7
556	0.5330348	1.87605	CNhs12380	tpm.chorionic%20membrane%20cells%2c%20donor3.CNhs12380.12240-129G8
557	1.021933	0.978538	CNhs11714	tpm.chronic%20lymphocytic%20leukemia%20%28T-CLL%29%20cell%20line%3aSKW-3.CNhs11714.10416-106C2
558	0.1569803	6.37023	CNhs11886	tpm.chronic%20myeloblastic%20leukemia%20%28CML%29%20cell%20line%3aKCL-22.CNhs11886.10801-110I9
559	0.1662117	6.01642	CNhs11865	tpm.chronic%20myelogenous%20leukemia%20%28CML%29%20cell%20line%3aMEG-A2.CNhs11865.10766-110F1
560	0.2255957	4.43271	CNhs12334	tpm.chronic%20myelogenous%20leukemia%20cell%20line%3aK562%20ENCODE%2c%20biol_rep1.CNhs12334.10824-111C5
561	0.1960625	5.10041	CNhs12335	tpm.chronic%20myelogenous%20leukemia%20cell%20line%3aK562%20ENCODE%2c%20biol_rep2.CNhs12335.10825-111C6
562	0.1678216	5.95871	CNhs12336	tpm.chronic%20myelogenous%20leukemia%20cell%20line%3aK562%20ENCODE%2c%20biol_rep3.CNhs12336.10826-111C7
563	0.1897537	5.26999	CNhs11250	tpm.chronic%20myelogenous%20leukemia%20cell%20line%3aK562.CNhs11250.10454-106G4
564	0.1589366	6.29182	CNhs10727	tpm.chronic%20myelogenous%20leukemia%20cell%20line%3aKU812.CNhs10727.10409-106B4
565	0.2109981	4.73938	CNhs11745	tpm.clear%20cell%20carcinoma%20cell%20line%3aJHOC-5.CNhs11745.10638-108I8
566	0.1632328	6.12622	CNhs11930	tpm.clear%20cell%20carcinoma%20cell%20line%3aTEN.CNhs11930.10636-108I6
567	0.1413531	7.07448	CNhs11280	tpm.colon%20carcinoma%20cell%20line%3aCACO-2.CNhs11280.10513-107D9
568	0.2163886	4.62132	CNhs10737	tpm.colon%20carcinoma%20cell%20line%3aCOLO-320.CNhs10737.10420-106C6
569	0.9952619	1.00476	CNhs11794	tpm.colon%2c%20adult%2c%20donor1.CNhs11794.10082-102B1
570	0.08845756	11.3049	CNhs10619	tpm.colon%2c%20adult%2c%20pool1.CNhs10619.10014-101C5
571	0.6110301	1.63658	CNhs11780	tpm.colon%2c%20fetal%2c%20donor1.CNhs11780.10070-101I7
572	0.2965211	3.37244	CNhs11049	tpm.cord%20blood%20derived%20cell%20line%3aCOBL-a%2024h%20infection%28-C%29.CNhs11049.10452-106G2
573	0.1235639	8.09298	CNhs11050	tpm.cord%20blood%20derived%20cell%20line%3aCOBL-a%2024h%20infection.CNhs11050.10453-106G3
574	0.1044219	9.57654	CNhs11045	tpm.cord%20blood%20derived%20cell%20line%3aCOBL-a%20untreated.CNhs11045.10449-106F8
575	0.06740113	14.8365	CNhs10649	tpm.corpus%20callosum%2c%20adult%2c%20pool1.CNhs10649.10042-101F6
576	0.8025776	1.24599	CNhs11779	tpm.diaphragm%2c%20fetal%2c%20donor1.CNhs11779.10069-101I6
577	0.2342644	4.26868	CNhs12610	tpm.diencephalon%2c%20adult.CNhs12610.10193-103E4
578	0.1824548	5.48081	CNhs11741	tpm.diffuse%20large%20B-cell%20lymphoma%20cell%20line%3aCTB-1.CNhs11741.10631-108I1
579	0.1956646	5.11079	CNhs11100	tpm.ductal%20cell%20carcinoma%20cell%20line%3aKLM-1.CNhs11100.10438-106E6
580	0.2427804	4.11895	CNhs11259	tpm.ductal%20cell%20carcinoma%20cell%20line%3aMIA%20Paca2.CNhs11259.10488-107B2
581	0.3945844	2.53431	CNhs12846	tpm.ductus%20deferens%2c%20adult.CNhs12846.10196-103E7
582	1.209907	0.82651	CNhs11781	tpm.duodenum%2c%20fetal%2c%20donor1%2c%20tech_rep1.CNhs11781.10071-101I8
583	0.3060728	3.2672	CNhs12996	tpm.temporal%20lobe%2c%20fetal%2c%20donor1%2c%20tech_rep2.CNhs12996.10063-101H9
584	0.06318658	15.8261	CNhs10648	tpm.dura%20mater%2c%20adult%2c%20donor1.CNhs10648.10041-101F5
585	0.1503234	6.65232	CNhs11047	tpm.embryonic%20kidney%20cell%20line%3a%20HEK293%2fSLAM%20infection%2c%2024hr.CNhs11047.10451-106G1
586	0.1036882	9.6443	CNhs11046	tpm.embryonic%20kidney%20cell%20line%3a%20HEK293%2fSLAM%20untreated.CNhs11046.10450-106F9
587	0.6646539	1.50454	CNhs11731	tpm.embryonic%20pancreas%20cell%20line%3a1B2C6.CNhs11731.10604-108F1
588	0.330992	3.02122	CNhs11732	tpm.embryonic%20pancreas%20cell%20line%3a1C3D3.CNhs11732.10605-108F2
589	0.3139329	3.18539	CNhs11733	tpm.embryonic%20pancreas%20cell%20line%3a1C3IKEI.CNhs11733.10606-108F3
590	1.194724	0.837013	CNhs11814	tpm.embryonic%20pancreas%20cell%20line%3a2C6.CNhs11814.10603-108E9
591	0.2846095	3.51359	CNhs11266	tpm.endometrial%20carcinoma%20cell%20line%3aOMC-2.CNhs11266.10497-107C2
592	0.1386747	7.21112	CNhs11249	tpm.endometrial%20stromal%20sarcoma%20cell%20line%3aOMC-9.CNhs11249.10448-106F7
593	0.1735597	5.76171	CNhs11748	tpm.endometrioid%20adenocarcinoma%20cell%20line%3aJHUEM-1.CNhs11748.10643-109A4
594	0.0979924	10.2049	CNhs10743	tpm.epidermoid%20carcinoma%20cell%20line%3aA431.CNhs10743.10426-106D3
595	0.08705921	11.4864	CNhs10748	tpm.epidermoid%20carcinoma%20cell%20line%3aCa%20Ski.CNhs10748.10431-106D8
596	0.1747267	5.72322	CNhs12847	tpm.epididymis%2c%20adult.CNhs12847.10197-103E8
597	0.171986	5.81443	CNhs11247	tpm.epithelioid%20sarcoma%20cell%20line%3aHS-ES-1.CNhs11247.10443-106F2
598	0.09675633	10.3352	CNhs12325	tpm.epitheloid%20carcinoma%20cell%20line%3a%20HelaS3%20ENCODE%2c%20biol_rep1.CNhs12325.10815-111B5
599	0.07308932	13.6819	CNhs12326	tpm.epitheloid%20carcinoma%20cell%20line%3a%20HelaS3%20ENCODE%2c%20biol_rep2.CNhs12326.10816-111B6
600	0.08211546	12.178	CNhs12327	tpm.epitheloid%20carcinoma%20cell%20line%3a%20HelaS3%20ENCODE%2c%20biol_rep3.CNhs12327.10817-111B7
601	0.09698902	10.3104	CNhs10620	tpm.esophagus%2c%20adult%2c%20pool1.CNhs10620.10015-101C6
602	0.08825613	11.3307	CNhs10728	tpm.extraskeletal%20myxoid%20chondrosarcoma%20cell%20line%3aH-EMC-SS.CNhs10728.10410-106B5
603	0.2259807	4.42516	CNhs11762	tpm.eye%2c%20fetal%2c%20donor1.CNhs11762.10054-101G9
604	0.1370419	7.29704	CNhs11860	tpm.fibrosarcoma%20cell%20line%3aHT-1080.CNhs11860.10758-110E2
